product_id,gross_sales_inr,discount_inr,net_sales_inr,cogs_inr,gross_profit_inr,variable_cost_inr,contribution_profit_inr,quantity_ordered,quantity_fulfilled,quantity_unfulfilled,quantity_substituted,estimated_lost_revenue_inr,estimated_lost_margin_inr,orders,period_days,delivery_cost_inr,fill_rate,substitution_rate,cancellation_rate,order_fulfillment_rate,item_fulfillment_rate,gross_margin,contribution_margin,aov_inr,profit_per_order_inr,profit_per_item_inr,recovery_opportunity_inr,margin_quadrant,discount_dependence
10,10461087.26,670789.94,9790297.32,6605716.0,3184581.3200000003,376195.1627063492,2808386.1572936513,22880.0,22792.0,88.0,36.0,37262.52,11751.320000000002,17532,120,229970.53681746032,0.9961538461538462,0.0015734265734265735,0.0008555783709787816,0.9991444216290212,0.9957610575046015,0.32527932665481096,0.28685402143575056,558.4244421629021,160.18629690244418,123.21806586932482,24220.638,HIGH REVENUE / HIGH MARGIN,0.06412239218813284
11,5443902.65,345567.35,5098335.300000001,3013396.1999999993,2084939.1,335469.8038253968,1749469.2961746033,20995.0,20732.0,263.0,137.0,63710.62000000001,25483.570000000003,16105,120,209534.6603611111,0.9874732079066444,0.006525363181709931,0.0009934802856255821,0.9990065197143744,0.9880945149729697,0.4089450727181478,0.3431452019592754,316.56847562868677,108.62895350354569,84.38497473348463,41411.903000000006,HIGH REVENUE / HIGH MARGIN,0.06347787097184773
12,2350756.63,149004.46999999997,2201752.16,1598111.8999999994,603640.26,302416.38878968253,301223.8712103175,19255.0,19193.0,62.0,38.0,7211.78,2047.1799999999998,14739,120,192606.60584920636,0.9967800571280186,0.001973513373149831,0.0004070832485243232,0.9995929167514757,0.9968662488331778,0.27416358251693507,0.13681098021964355,149.38273695637426,20.437198670894734,15.69446523265344,4687.657,LOW REVENUE / LOW MARGIN,0.06338574912367682
13,3724922.68,231013.91,3493908.77,2963040.4800000004,530868.29,284220.7783214286,246647.5116785714,17844.0,17742.0,102.0,41.0,19594.26,2531.7,13710,120,179179.2663214286,0.9942837928715534,0.0022976911006500783,0.000437636761487965,0.999562363238512,0.9941277570896592,0.1519410851703492,0.07059357525198673,254.84381983953318,17.990336373345837,13.901900105882731,12736.269,HIGH REVENUE / LOW MARGIN,0.062018444366743204
14,6322082.29,406423.75,5915658.54,4004950.9499999993,1910707.59,267888.720265873,1642818.869734127,16539.0,16428.0,111.0,93.0,39342.3,12358.2,12729,120,165502.14876587305,0.9932885906040269,0.005623072737166697,0.000628486134024668,0.9993715138659753,0.9935155164427976,0.3229915278375753,0.27770684508340926,464.73867075182653,129.06111004274703,100.00114863246452,25572.495000000003,HIGH REVENUE / HIGH MARGIN,0.06428637454511843
15,4070258.16,250303.13999999998,3819955.0199999996,2278467.84,1541487.1800000002,251507.1410357143,1289980.038964286,15708.0,15511.0,197.0,119.0,47588.560000000005,18954.61,12091,120,157773.40188492063,0.987458619811561,0.007575757575757576,0.0011578860309320984,0.9988421139690679,0.9873593214809983,0.40353542696950406,0.3376950859919513,315.93375403192454,106.68927623557076,83.16549796688066,30932.564000000006,HIGH REVENUE / HIGH MARGIN,0.06149564233046092
16,1390010.0,87044.73999999999,1302965.26,948873.7999999998,354091.46,225993.2695952381,128098.19040476193,14473.0,14369.0,104.0,101.0,9059.8,2216.6,11166,120,145132.26207539684,0.9928142057624543,0.0069785117114627235,0.0004477879276374709,0.9995522120723626,0.9926483613817537,0.2717581741204674,0.09831282102238238,116.69042271180369,11.4721646430917,8.914899464455559,5888.87,LOW REVENUE / LOW MARGIN,0.06262166459234106
17,867226.3300000001,54969.59,812256.74,702066.78,110189.95999999996,220887.7103531746,-110697.75035317465,14147.0,14047.0,100.0,73.0,5731.98,811.9799999999999,10908,120,142158.09671825398,0.9929313635399731,0.005160104615819608,0.0004583791712504584,0.9995416208287495,0.9930348258706467,0.13565902820332396,-0.13628418811664728,74.4643142647598,-10.148308613235667,-7.880526116122635,3725.787,LOW REVENUE / LOW MARGIN,0.06338551782670158
18,7642213.96,490980.3,7151233.66,4808160.5,2343073.16,222214.7720357143,2120858.387964286,13338.0,13241.0,97.0,91.0,51632.909999999996,16261.86,10318,120,133142.77747619047,0.9927275453591243,0.00682261208576998,0.0004845900368288428,0.9995154099631711,0.9927307508369201,0.3276460078637677,0.2965723802072335,693.083316534212,205.5493688664747,160.17358114676279,33561.3915,HIGH REVENUE / HIGH MARGIN,0.06424581967605628
19,7649802.5,480169.75,7169632.75,4243318.260000001,2926314.49,207062.95594444443,2719251.5340555552,12372.0,12225.0,147.0,74.0,86138.34,35194.02,9573,120,123793.96437698414,0.9881183317167799,0.005981247979308115,0.0007312232320066855,0.9992687767679933,0.9880090965474467,0.4081540285309593,0.379273475905102,748.9431473937115,284.0542707673201,222.43366331742783,55989.921,HIGH REVENUE / HIGH MARGIN,0.06276890808618915
20,1683625.97,107076.08,1576549.8900000001,1144768.8,431781.0899999999,181530.64723412698,250250.44276587298,11569.0,11521.0,48.0,26.0,6313.92,1542.73,8976,120,114959.27661904761,0.9958509810701012,0.00224738525369522,0.0006684491978609625,0.9993315508021391,0.9961445252258206,0.27387721298182316,0.15873296769940656,175.64058489304816,27.879951288533086,21.721243187733094,4104.048,LOW REVENUE / LOW MARGIN,0.06359849628596546
21,2782617.6500000004,171513.39,2611104.26,2208132.9,402971.3600000001,179188.8490595238,223782.51094047632,11198.0,11129.0,69.0,71.0,16316.579999999998,2567.6400000000003,8686,120,112296.67128571428,0.9938381853902483,0.006340417931773531,0.0005756389592447617,0.9994243610407553,0.993507233170065,0.1543298619565655,0.08570416523332405,300.6106677411927,25.763586338991058,20.108052020889236,10605.776999999998,LOW REVENUE / LOW MARGIN,0.06163742618393871
22,2302511.55,145215.12,2157296.4299999997,1456386.1,700910.3300000001,163317.51221428573,537592.8177857143,10220.0,10165.0,55.0,19.0,11628.740000000002,3763.74,7957,120,102658.76121428571,0.9946183953033269,0.0018590998043052837,0.00037702651753173305,0.9996229734824683,0.9951456310679612,0.3249021878741069,0.24919747249835034,271.11932009551333,67.56224931327313,52.88665202023751,7558.681000000001,LOW REVENUE / HIGH MARGIN,0.06306813965819194
23,7853038.6,505815.2,7347223.4,4336953.300000001,3010270.1,172955.47995238093,2837314.6200476186,10151.0,9971.0,180.0,75.0,131956.66,53467.66,7844,120,100884.42980555556,0.9822677568712442,0.007388434636981578,0.002039775624681285,0.9979602243753187,0.9829652996845426,0.4097153354558404,0.38617508486915186,936.6679500254972,361.7178250953109,284.55667636622394,85771.82900000001,HIGH REVENUE / HIGH MARGIN,0.06441012527303763
24,1168307.3800000001,72621.59,1095685.79,793439.4999999998,302246.29000000004,152849.3393611111,149396.95063888893,9566.0,9539.0,27.0,23.0,3077.96,828.8599999999999,7405,120,98015.63787301588,0.9971775036587915,0.0024043487351034917,0.0001350438892640108,0.999864956110736,0.9971966359631558,0.2758512456385877,0.13635017630272353,147.9656704929102,20.175145258459004,15.661699406529921,2000.6740000000002,LOW REVENUE / LOW MARGIN,0.062159660414025625
25,756823.28,50258.84,706564.4400000001,605152.62,101411.81999999999,141072.86700396825,-39661.04700396827,9118.0,9084.0,34.0,27.0,2600.39,342.11,7077,120,90152.09386904762,0.9962711120859837,0.0029611756964246544,0.000423908435777872,0.9995760915642221,0.9960723804180109,0.14352805527546786,-0.05613224323031069,99.83954217888937,-5.604217465588282,-4.366033355786907,1690.2535,LOW REVENUE / LOW MARGIN,0.06640762953274904
26,4035295.5999999996,252881.94,3782413.66,2547351.3,1235062.36,145180.06654365078,1089882.2934563493,8844.0,8787.0,57.0,39.0,23476.229999999996,6951.93,6791,120,88266.13111904761,0.9935549525101763,0.004409769335142469,0.00044176115446915035,0.9995582388455309,0.9931516829374909,0.32652757498766016,0.2881446587881531,556.9744750404948,160.48922006425406,124.033491914914,15259.549499999997,HIGH REVENUE / HIGH MARGIN,0.0626675131308844
27,4414848.8,279807.70999999996,4135041.0899999994,2429072.0999999996,1705968.99,141110.51438095237,1564858.4756190476,8522.0,8411.0,111.0,78.0,54381.229999999996,22113.53,6603,120,84910.85525396826,0.9869748885238206,0.009152781037315184,0.0009086778736937755,0.9990913221263062,0.9858858858858859,0.41256397527116234,0.3784384342403349,626.2367242162652,236.99204537619985,186.0490400212873,35347.7995,HIGH REVENUE / HIGH MARGIN,0.06337877528217953
28,396910.99,24365.17,372545.82,270297.29999999993,102248.52,128426.87891269842,-26178.358912698404,8246.0,8203.0,43.0,26.0,1836.1299999999999,421.43999999999994,6377,120,82754.3318531746,0.9947853504729566,0.0031530439000727628,0.00015681354869060687,0.9998431864513094,0.995632506629231,0.2744589108528986,-0.07026883005343719,58.42023208405206,-4.105121359996613,-3.1913152398754607,1193.4845,LOW REVENUE / LOW MARGIN,0.06138698754599866
29,1291408.3399999999,83439.01999999999,1207969.3199999998,1024993.44,182975.88,124549.22175793651,58426.65824206348,7832.0,7741.0,91.0,50.0,13884.780000000002,1796.3400000000001,6081,120,78994.19659920636,0.9883810010214504,0.006384065372829418,0.001151126459463904,0.9988488735405361,0.9887731858119102,0.1514739463747308,0.04836766735273002,198.64649235323134,9.608067462927723,7.547688701984689,9025.107000000002,LOW REVENUE / LOW MARGIN,0.06461087280882823
30,3382571.16,212329.41,3170241.75,2140617.7,1029624.05,123098.67822222222,906525.3717777779,7468.0,7368.0,100.0,62.0,43342.520000000004,14352.529999999999,5810,120,75085.97187301586,0.9866095340117836,0.008302088912694162,0.0006884681583476765,0.9993115318416523,0.986498034524013,0.3247777712851078,0.28594834188205925,545.6526247848537,156.02846330082235,123.03547391120765,28172.638000000003,LOW REVENUE / HIGH MARGIN,0.06277160182492657
31,1096698.1099999999,65440.59,1031257.52,615001.5,416256.02,113558.62998412698,302697.390015873,7305.0,7103.0,202.0,90.0,28246.590000000004,10975.59,5646,120,72144.85469841269,0.9723477070499658,0.012320328542094456,0.0019482819695359546,0.998051718030464,0.974507735583685,0.4036392578257272,0.2935226014311857,182.65276656039674,53.61271519941074,42.61542869433662,18360.2835,LOW REVENUE / HIGH MARGIN,0.05967055965839132
32,503202.18,31273.58,471928.6,342153.0,129775.6,109991.69426984127,19783.90573015873,7035.0,6989.0,46.0,44.0,3039.86,785.86,5494,120,70733.18154761905,0.9934612651030561,0.006254442075337598,0.0007280669821623589,0.9992719330178377,0.9934971098265896,0.274989903133652,0.0419213960123602,85.89890789952675,3.601002135085317,2.8307205222719602,1975.909,LOW REVENUE / LOW MARGIN,0.062149134568534666
33,557834.55,34718.69,523115.86,444925.43999999994,78190.41999999998,104245.65067857143,-26055.23067857144,6752.0,6687.0,65.0,45.0,5152.9,835.6,5233,120,66529.61372619047,0.9903732227488151,0.006664691943127962,0.0009554748710108924,0.9990445251289891,0.9905051272312951,0.1494705589694795,-0.04980776281294824,99.96481177145041,-4.979023634353418,-3.8964005800166652,3349.3849999999998,LOW REVENUE / LOW MARGIN,0.062238328551001365
34,3723776.62,230661.88,3493114.74,2341825.2,1151289.54,108105.1491111111,1043184.3908888889,6515.0,6444.0,71.0,36.0,37524.92,11634.769999999999,5045,120,64966.198158730156,0.9891020721412126,0.005525709900230238,0.0005946481665014867,0.9994053518334985,0.9885849242275143,0.32958824020764915,0.2986401731793353,692.3914251734391,206.77589512168262,161.88460442099455,24391.198,HIGH REVENUE / HIGH MARGIN,0.06194299592546451
35,1912047.95,124338.91,1787709.04,1072354.68,715354.36,100583.2626984127,614771.0973015872,6285.0,6191.0,94.0,78.0,26893.239999999998,10819.24,4861,120,63005.15800793651,0.9850437549721559,0.012410501193317422,0.0004114379757251594,0.9995885620242748,0.9848732624693377,0.40015144746373266,0.3438876705023471,367.76569430158406,126.47008790405003,99.30077488315091,17480.606,LOW REVENUE / HIGH MARGIN,0.06502917983829852
36,378699.65,23644.58,355055.07000000007,257117.0,97938.07,96920.30601587301,1017.7639841269834,6157.0,6131.0,26.0,22.0,1488.05,396.04999999999995,4789,120,62894.29121031746,0.9957771642033458,0.003573168751015105,0.0006264355815410315,0.9993735644184589,0.9958437240232751,0.275839097298343,0.0028664961300988692,74.1397097515139,0.212521191089368,0.16600293331055022,967.2325,LOW REVENUE / LOW MARGIN,0.0624362340973909
37,612902.6799999999,41845.67,571057.01,496905.24,74151.76999999999,93071.04753968253,-18919.277539682535,5930.0,5835.0,95.0,53.0,9163.81,1218.02,4637,120,59322.95015079365,0.9839797639123102,0.00893760539629005,0.0012939400474444684,0.9987060599525556,0.9847737508042033,0.12985003020976835,-0.03313027807798478,123.15225576881605,-4.080068479551981,-3.24237832728064,5956.4765,LOW REVENUE / LOW MARGIN,0.06827457501083206
38,1282561.25,81771.14000000001,1200790.11,816257.0,384533.11,91213.79934920635,293319.3106507936,5735.0,5667.0,68.0,40.0,13908.33,4184.32,4427,120,57371.56444444445,0.9881429816913688,0.006974716652136007,0.00112943302462164,0.9988705669753783,0.9874326750448833,0.3202334086512421,0.24427192413401339,271.2424011746104,66.25690324165204,51.75918663327926,9040.4145,LOW REVENUE / HIGH MARGIN,0.06375612860594378
39,3428109.67,216214.58,3211895.09,1887580.6500000001,1324314.44,93350.82619841269,1230963.6138015874,5575.0,5475.0,100.0,85.0,57904.91,23248.9,4297,120,55385.0425515873,0.9820627802690582,0.015246636771300448,0.0009308820107051431,0.9990691179892949,0.982415548357242,0.4123155965221766,0.38325150084574755,747.4738398882942,286.47047098012274,224.83353676741322,37638.1915,HIGH REVENUE / HIGH MARGIN,0.06307108022013776
