date,forecast_units,lower_units,upper_units,model,dimension,entity
2026-05-02,3235.0,3080.8,3389.2,Seasonal naive,category_id,0
2026-05-03,3073.0,2918.8,3227.2,Seasonal naive,category_id,0
2026-05-04,2474.0,2319.8,2628.2,Seasonal naive,category_id,0
2026-05-05,2410.0,2255.8,2564.2,Seasonal naive,category_id,0
2026-05-06,2353.0,2198.8,2507.2,Seasonal naive,category_id,0
2026-05-07,2418.0,2263.8,2572.2,Seasonal naive,category_id,0
2026-05-08,2517.0,2362.8,2671.2,Seasonal naive,category_id,0
2026-05-09,3235.0,3080.8,3389.2,Seasonal naive,category_id,0
2026-05-10,3073.0,2918.8,3227.2,Seasonal naive,category_id,0
2026-05-11,2474.0,2319.8,2628.2,Seasonal naive,category_id,0
2026-05-12,2410.0,2255.8,2564.2,Seasonal naive,category_id,0
2026-05-13,2353.0,2198.8,2507.2,Seasonal naive,category_id,0
2026-05-14,2418.0,2263.8,2572.2,Seasonal naive,category_id,0
2026-05-01,1999.0,1829.8,2168.2,Seasonal naive,category_id,1
2026-05-02,2504.0,2334.8,2673.2,Seasonal naive,category_id,1
2026-05-03,2465.0,2295.8,2634.2,Seasonal naive,category_id,1
2026-05-04,1997.0,1827.8,2166.2,Seasonal naive,category_id,1
2026-05-05,1947.0,1777.8,2116.2,Seasonal naive,category_id,1
2026-05-06,1833.0,1663.8,2002.2,Seasonal naive,category_id,1
2026-05-07,1881.0,1711.8,2050.2,Seasonal naive,category_id,1
2026-05-08,1999.0,1829.8,2168.2,Seasonal naive,category_id,1
2026-05-09,2504.0,2334.8,2673.2,Seasonal naive,category_id,1
2026-05-10,2465.0,2295.8,2634.2,Seasonal naive,category_id,1
2026-05-11,1997.0,1827.8,2166.2,Seasonal naive,category_id,1
2026-05-12,1947.0,1777.8,2116.2,Seasonal naive,category_id,1
2026-05-13,1833.0,1663.8,2002.2,Seasonal naive,category_id,1
2026-05-14,1881.0,1711.8,2050.2,Seasonal naive,category_id,1
2026-05-01,1669.0,1504.7,1833.3,Seasonal naive,category_id,2
2026-05-02,2175.0,2010.7,2339.3,Seasonal naive,category_id,2
2026-05-03,2185.0,2020.7,2349.3,Seasonal naive,category_id,2
2026-05-04,1672.0,1507.7,1836.3,Seasonal naive,category_id,2
2026-05-05,1612.0,1447.7,1776.3,Seasonal naive,category_id,2
2026-05-06,1721.0,1556.7,1885.3,Seasonal naive,category_id,2
2026-05-07,1718.0,1553.7,1882.3,Seasonal naive,category_id,2
2026-05-08,1669.0,1504.7,1833.3,Seasonal naive,category_id,2
2026-05-09,2175.0,2010.7,2339.3,Seasonal naive,category_id,2
2026-05-10,2185.0,2020.7,2349.3,Seasonal naive,category_id,2
2026-05-11,1672.0,1507.7,1836.3,Seasonal naive,category_id,2
2026-05-12,1612.0,1447.7,1776.3,Seasonal naive,category_id,2
2026-05-13,1721.0,1556.7,1885.3,Seasonal naive,category_id,2
2026-05-14,1718.0,1553.7,1882.3,Seasonal naive,category_id,2
2026-05-01,1510.0,1352.1,1667.9,Seasonal naive,category_id,3
2026-05-02,2021.0,1863.1,2178.9,Seasonal naive,category_id,3
2026-05-03,1884.0,1726.1,2041.9,Seasonal naive,category_id,3
2026-05-04,1507.0,1349.1,1664.9,Seasonal naive,category_id,3
2026-05-05,1466.0,1308.1,1623.9,Seasonal naive,category_id,3
2026-05-06,1342.0,1184.1,1499.9,Seasonal naive,category_id,3
2026-05-07,1556.0,1398.1,1713.9,Seasonal naive,category_id,3
2026-05-08,1510.0,1352.1,1667.9,Seasonal naive,category_id,3
2026-05-09,2021.0,1863.1,2178.9,Seasonal naive,category_id,3
2026-05-10,1884.0,1726.1,2041.9,Seasonal naive,category_id,3
2026-05-11,1507.0,1349.1,1664.9,Seasonal naive,category_id,3
2026-05-12,1466.0,1308.1,1623.9,Seasonal naive,category_id,3
2026-05-13,1342.0,1184.1,1499.9,Seasonal naive,category_id,3
2026-05-14,1556.0,1398.1,1713.9,Seasonal naive,category_id,3
2026-05-01,1203.0,1120.0,1286.0,Seasonal naive,product_id,0
2026-05-02,1509.0,1426.0,1592.0,Seasonal naive,product_id,0
2026-05-03,1453.0,1370.0,1536.0,Seasonal naive,product_id,0
2026-05-04,1220.0,1137.0,1303.0,Seasonal naive,product_id,0
2026-05-05,1149.0,1066.0,1232.0,Seasonal naive,product_id,0
2026-05-06,1110.0,1027.0,1193.0,Seasonal naive,product_id,0
2026-05-07,1139.0,1056.0,1222.0,Seasonal naive,product_id,0
2026-05-08,1203.0,1120.0,1286.0,Seasonal naive,product_id,0
2026-05-09,1509.0,1426.0,1592.0,Seasonal naive,product_id,0
2026-05-10,1453.0,1370.0,1536.0,Seasonal naive,product_id,0
2026-05-11,1220.0,1137.0,1303.0,Seasonal naive,product_id,0
2026-05-12,1149.0,1066.0,1232.0,Seasonal naive,product_id,0
2026-05-13,1110.0,1027.0,1193.0,Seasonal naive,product_id,0
2026-05-14,1139.0,1056.0,1222.0,Seasonal naive,product_id,0
2026-05-01,810.0,736.7,883.3,Seasonal naive,product_id,1
2026-05-02,1015.0,941.7,1088.3,Seasonal naive,product_id,1
2026-05-03,1034.0,960.7,1107.3,Seasonal naive,product_id,1
2026-05-04,809.0,735.7,882.3,Seasonal naive,product_id,1
2026-05-05,795.0,721.7,868.3,Seasonal naive,product_id,1
2026-05-06,747.0,673.7,820.3,Seasonal naive,product_id,1
2026-05-07,783.0,709.7,856.3,Seasonal naive,product_id,1
2026-05-08,810.0,736.7,883.3,Seasonal naive,product_id,1
2026-05-09,1015.0,941.7,1088.3,Seasonal naive,product_id,1
2026-05-10,1034.0,960.7,1107.3,Seasonal naive,product_id,1
2026-05-11,809.0,735.7,882.3,Seasonal naive,product_id,1
2026-05-12,795.0,721.7,868.3,Seasonal naive,product_id,1
2026-05-13,747.0,673.7,820.3,Seasonal naive,product_id,1
2026-05-14,783.0,709.7,856.3,Seasonal naive,product_id,1
2026-05-01,605.0,558.9,651.1,Seasonal naive,product_id,2
2026-05-02,773.0,726.9,819.1,Seasonal naive,product_id,2
2026-05-03,827.0,780.9,873.1,Seasonal naive,product_id,2
2026-05-04,604.0,557.9,650.1,Seasonal naive,product_id,2
2026-05-05,517.0,470.9,563.1,Seasonal naive,product_id,2
2026-05-06,610.0,563.9,656.1,Seasonal naive,product_id,2
2026-05-07,598.0,551.9,644.1,Seasonal naive,product_id,2
2026-05-08,605.0,558.9,651.1,Seasonal naive,product_id,2
2026-05-09,773.0,726.9,819.1,Seasonal naive,product_id,2
2026-05-10,827.0,780.9,873.1,Seasonal naive,product_id,2
2026-05-11,604.0,557.9,650.1,Seasonal naive,product_id,2
2026-05-12,517.0,470.9,563.1,Seasonal naive,product_id,2
2026-05-13,610.0,563.9,656.1,Seasonal naive,product_id,2
2026-05-14,598.0,551.9,644.1,Seasonal naive,product_id,2
2026-05-01,491.0,406.29999999999995,575.7,Seasonal naive,product_id,3
2026-05-02,670.0,585.3,754.7,Seasonal naive,product_id,3
2026-05-03,627.0,542.3,711.7,Seasonal naive,product_id,3
2026-05-04,515.0,430.29999999999995,599.7,Seasonal naive,product_id,3
2026-05-05,501.0,416.29999999999995,585.7,Seasonal naive,product_id,3
2026-05-06,429.0,344.29999999999995,513.7,Seasonal naive,product_id,3
2026-05-07,485.0,400.29999999999995,569.7,Seasonal naive,product_id,3
2026-05-08,491.0,406.29999999999995,575.7,Seasonal naive,product_id,3
2026-05-09,670.0,585.3,754.7,Seasonal naive,product_id,3
2026-05-10,627.0,542.3,711.7,Seasonal naive,product_id,3
2026-05-11,515.0,430.29999999999995,599.7,Seasonal naive,product_id,3
2026-05-12,501.0,416.29999999999995,585.7,Seasonal naive,product_id,3
2026-05-13,429.0,344.29999999999995,513.7,Seasonal naive,product_id,3
2026-05-14,485.0,400.29999999999995,569.7,Seasonal naive,product_id,3
2026-05-01,423.0,379.6,466.4,Seasonal naive,product_id,4
2026-05-02,545.0,501.6,588.4,Seasonal naive,product_id,4
2026-05-03,518.0,474.6,561.4,Seasonal naive,product_id,4
2026-05-04,361.0,317.6,404.4,Seasonal naive,product_id,4
2026-05-05,432.0,388.6,475.4,Seasonal naive,product_id,4
2026-05-06,375.0,331.6,418.4,Seasonal naive,product_id,4
2026-05-07,416.0,372.6,459.4,Seasonal naive,product_id,4
2026-05-08,423.0,379.6,466.4,Seasonal naive,product_id,4
2026-05-09,545.0,501.6,588.4,Seasonal naive,product_id,4
2026-05-10,518.0,474.6,561.4,Seasonal naive,product_id,4
2026-05-11,361.0,317.6,404.4,Seasonal naive,product_id,4
2026-05-12,432.0,388.6,475.4,Seasonal naive,product_id,4
2026-05-13,375.0,331.6,418.4,Seasonal naive,product_id,4
2026-05-14,416.0,372.6,459.4,Seasonal naive,product_id,4
2026-05-01,402.0,354.1,449.9,Seasonal naive,product_id,5
2026-05-02,437.0,389.1,484.9,Seasonal naive,product_id,5
2026-05-03,428.0,380.1,475.9,Seasonal naive,product_id,5
2026-05-04,345.0,297.1,392.9,Seasonal naive,product_id,5
2026-05-05,351.0,303.1,398.9,Seasonal naive,product_id,5
2026-05-06,327.0,279.1,374.9,Seasonal naive,product_id,5
2026-05-07,299.0,251.1,346.9,Seasonal naive,product_id,5
2026-05-08,402.0,354.1,449.9,Seasonal naive,product_id,5
2026-05-09,437.0,389.1,484.9,Seasonal naive,product_id,5
2026-05-10,428.0,380.1,475.9,Seasonal naive,product_id,5
2026-05-11,345.0,297.1,392.9,Seasonal naive,product_id,5
2026-05-12,351.0,303.1,398.9,Seasonal naive,product_id,5
2026-05-13,327.0,279.1,374.9,Seasonal naive,product_id,5
2026-05-14,299.0,251.1,346.9,Seasonal naive,product_id,5
2026-05-01,320.0,264.0,376.0,Seasonal naive,product_id,6
2026-05-02,402.0,346.0,458.0,Seasonal naive,product_id,6
2026-05-03,388.0,332.0,444.0,Seasonal naive,product_id,6
2026-05-04,271.0,215.0,327.0,Seasonal naive,product_id,6
2026-05-05,348.0,292.0,404.0,Seasonal naive,product_id,6
2026-05-06,309.0,253.0,365.0,Seasonal naive,product_id,6
2026-05-07,312.0,256.0,368.0,Seasonal naive,product_id,6
2026-05-08,320.0,264.0,376.0,Seasonal naive,product_id,6
2026-05-09,402.0,346.0,458.0,Seasonal naive,product_id,6
2026-05-10,388.0,332.0,444.0,Seasonal naive,product_id,6
2026-05-11,271.0,215.0,327.0,Seasonal naive,product_id,6
2026-05-12,348.0,292.0,404.0,Seasonal naive,product_id,6
2026-05-13,309.0,253.0,365.0,Seasonal naive,product_id,6
2026-05-14,312.0,256.0,368.0,Seasonal naive,product_id,6
2026-05-01,262.0,216.7,307.3,Seasonal naive,product_id,7
2026-05-02,342.0,296.7,387.3,Seasonal naive,product_id,7
2026-05-03,299.0,253.7,344.3,Seasonal naive,product_id,7
2026-05-04,285.0,239.7,330.3,Seasonal naive,product_id,7
2026-05-05,236.0,190.7,281.3,Seasonal naive,product_id,7
2026-05-06,240.0,194.7,285.3,Seasonal naive,product_id,7
2026-05-07,254.0,208.7,299.3,Seasonal naive,product_id,7
2026-05-08,262.0,216.7,307.3,Seasonal naive,product_id,7
2026-05-09,342.0,296.7,387.3,Seasonal naive,product_id,7
2026-05-10,299.0,253.7,344.3,Seasonal naive,product_id,7
2026-05-11,285.0,239.7,330.3,Seasonal naive,product_id,7
2026-05-12,236.0,190.7,281.3,Seasonal naive,product_id,7
2026-05-13,240.0,194.7,285.3,Seasonal naive,product_id,7
2026-05-14,254.0,208.7,299.3,Seasonal naive,product_id,7
2026-05-01,237.0,177.0,297.0,Seasonal naive,product_id,8
2026-05-02,327.0,267.0,387.0,Seasonal naive,product_id,8
2026-05-03,331.0,271.0,391.0,Seasonal naive,product_id,8
2026-05-04,253.0,193.0,313.0,Seasonal naive,product_id,8
2026-05-05,213.0,153.0,273.0,Seasonal naive,product_id,8
2026-05-06,257.0,197.0,317.0,Seasonal naive,product_id,8
2026-05-07,228.0,168.0,288.0,Seasonal naive,product_id,8
2026-05-08,237.0,177.0,297.0,Seasonal naive,product_id,8
2026-05-09,327.0,267.0,387.0,Seasonal naive,product_id,8
2026-05-10,331.0,271.0,391.0,Seasonal naive,product_id,8
2026-05-11,253.0,193.0,313.0,Seasonal naive,product_id,8
2026-05-12,213.0,153.0,273.0,Seasonal naive,product_id,8
2026-05-13,257.0,197.0,317.0,Seasonal naive,product_id,8
2026-05-14,228.0,168.0,288.0,Seasonal naive,product_id,8
2026-05-01,188.0,147.6,228.4,Seasonal naive,product_id,9
2026-05-02,261.0,220.6,301.4,Seasonal naive,product_id,9
2026-05-03,276.0,235.6,316.4,Seasonal naive,product_id,9
2026-05-04,200.0,159.6,240.4,Seasonal naive,product_id,9
2026-05-05,235.0,194.6,275.4,Seasonal naive,product_id,9
2026-05-06,209.0,168.6,249.4,Seasonal naive,product_id,9
2026-05-07,199.0,158.6,239.4,Seasonal naive,product_id,9
2026-05-08,188.0,147.6,228.4,Seasonal naive,product_id,9
2026-05-09,261.0,220.6,301.4,Seasonal naive,product_id,9
2026-05-10,276.0,235.6,316.4,Seasonal naive,product_id,9
2026-05-11,200.0,159.6,240.4,Seasonal naive,product_id,9
2026-05-12,235.0,194.6,275.4,Seasonal naive,product_id,9
2026-05-13,209.0,168.6,249.4,Seasonal naive,product_id,9
2026-05-14,199.0,158.6,239.4,Seasonal naive,product_id,9
2026-05-01,182.0,148.6,215.4,Seasonal naive,product_id,10
2026-05-02,278.0,244.6,311.4,Seasonal naive,product_id,10
2026-05-03,245.0,211.6,278.4,Seasonal naive,product_id,10
2026-05-04,229.0,195.6,262.4,Seasonal naive,product_id,10
2026-05-05,165.0,131.6,198.4,Seasonal naive,product_id,10
2026-05-06,195.0,161.6,228.4,Seasonal naive,product_id,10
2026-05-07,222.0,188.6,255.4,Seasonal naive,product_id,10
2026-05-08,182.0,148.6,215.4,Seasonal naive,product_id,10
2026-05-09,278.0,244.6,311.4,Seasonal naive,product_id,10
2026-05-10,245.0,211.6,278.4,Seasonal naive,product_id,10
2026-05-11,229.0,195.6,262.4,Seasonal naive,product_id,10
2026-05-12,165.0,131.6,198.4,Seasonal naive,product_id,10
2026-05-13,195.0,161.6,228.4,Seasonal naive,product_id,10
2026-05-14,222.0,188.6,255.4,Seasonal naive,product_id,10
2026-05-01,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-02,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-03,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-04,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-05,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-06,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-07,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-08,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-09,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-10,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-11,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-12,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-13,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-14,178.0,135.79999999999998,220.20000000000002,Naive,product_id,11
2026-05-01,181.0,154.3,207.7,Seasonal naive,product_id,12
2026-05-02,180.0,153.3,206.7,Seasonal naive,product_id,12
2026-05-03,205.0,178.3,231.7,Seasonal naive,product_id,12
2026-05-04,144.0,117.3,170.7,Seasonal naive,product_id,12
2026-05-05,159.0,132.3,185.7,Seasonal naive,product_id,12
2026-05-06,173.0,146.3,199.7,Seasonal naive,product_id,12
2026-05-07,164.0,137.3,190.7,Seasonal naive,product_id,12
2026-05-08,181.0,154.3,207.7,Seasonal naive,product_id,12
2026-05-09,180.0,153.3,206.7,Seasonal naive,product_id,12
2026-05-10,205.0,178.3,231.7,Seasonal naive,product_id,12
2026-05-11,144.0,117.3,170.7,Seasonal naive,product_id,12
2026-05-12,159.0,132.3,185.7,Seasonal naive,product_id,12
2026-05-13,173.0,146.3,199.7,Seasonal naive,product_id,12
2026-05-14,164.0,137.3,190.7,Seasonal naive,product_id,12
2026-05-01,141.0,106.8,175.2,Seasonal naive,product_id,13
2026-05-02,173.0,138.8,207.2,Seasonal naive,product_id,13
2026-05-03,159.0,124.8,193.2,Seasonal naive,product_id,13
2026-05-04,166.0,131.8,200.2,Seasonal naive,product_id,13
2026-05-05,136.0,101.8,170.2,Seasonal naive,product_id,13
2026-05-06,141.0,106.8,175.2,Seasonal naive,product_id,13
2026-05-07,173.0,138.8,207.2,Seasonal naive,product_id,13
2026-05-08,141.0,106.8,175.2,Seasonal naive,product_id,13
2026-05-09,173.0,138.8,207.2,Seasonal naive,product_id,13
2026-05-10,159.0,124.8,193.2,Seasonal naive,product_id,13
2026-05-11,166.0,131.8,200.2,Seasonal naive,product_id,13
2026-05-12,136.0,101.8,170.2,Seasonal naive,product_id,13
2026-05-13,141.0,106.8,175.2,Seasonal naive,product_id,13
2026-05-14,173.0,138.8,207.2,Seasonal naive,product_id,13
2026-05-01,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-02,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-03,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-04,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-05,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-06,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-07,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-08,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-09,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-10,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-11,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-12,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-13,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-14,155.57142857142858,116.8857142857143,194.25714285714287,Moving average,product_id,14
2026-05-01,139.0,118.3,159.7,Naive,product_id,15
2026-05-02,139.0,118.3,159.7,Naive,product_id,15
2026-05-03,139.0,118.3,159.7,Naive,product_id,15
2026-05-04,139.0,118.3,159.7,Naive,product_id,15
2026-05-05,139.0,118.3,159.7,Naive,product_id,15
2026-05-06,139.0,118.3,159.7,Naive,product_id,15
2026-05-07,139.0,118.3,159.7,Naive,product_id,15
2026-05-08,139.0,118.3,159.7,Naive,product_id,15
2026-05-09,139.0,118.3,159.7,Naive,product_id,15
2026-05-10,139.0,118.3,159.7,Naive,product_id,15
2026-05-11,139.0,118.3,159.7,Naive,product_id,15
