snapshot_id,date,store_id,product_id,opening_stock,received_units,wastage_units,sold_units,closing_stock,demand_units,replenishment_failed,average_demand,demand_std,sold_units_period,average_stock,historical_stockout_rate,replenishment_failures,recent_demand,sku,product,category_id,supplier_id,brand_tier,pack_size,price_inr,unit_cost_inr,shelf_days,supplier,lead_days,demand_trend,planning_demand,safety_stock,reorder_point,target_stock,reorder_quantity,days_of_inventory,inventory_turnover,inventory_value_inr,excess_units,excess_inventory_inr,expected_overstock_risk,health,velocity,slow_moving_value_inr,dead_stock_value_inr,inventory_at_risk_inr,risk_score,risk_level,expected_stockout_date,revenue_at_risk_inr,margin_at_risk_inr,risk_drivers
38080,2026-04-30,0,0,346,139,0,134,351,134,1,155.85714285714286,27.01126553141236,4064,245.14285714285714,0.10714285714285714,10,156.0,SC-0000,Vegetable box 1,0,0,0,1,35.0,24.5,5,Harvest Circle,1,0.1428571428571388,156.0,45.0,201.0,1293.0,0,2.2520623281393215,16.57808857808858,8599.5,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-02,0.0,0.0,Stock 351; daily planning demand 156.00; lead 1 days; safety 45; failed replenishments 10
38091,2026-04-30,0,11,0,75,0,24,51,24,1,24.071428571428573,6.830913237728589,622,31.785714285714285,0.17857142857142858,11,23.0,SC-0011,Home care pack 3,3,3,2,1,255.0,145.35,365,Everyday Works,5,-1.071428571428573,24.071428571428573,26.0,147.0,315.0,264,2.118694362017804,19.568539325842696,7412.849999999999,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,65.2,HIGH,2026-05-02,17686.07142857143,7605.010714285715,Stock 51; daily planning demand 24.07; lead 5 days; safety 26; failed replenishments 11
38092,2026-04-30,0,12,17,0,0,17,0,24,0,23.678571428571427,6.006500006496489,656,40.392857142857146,0.03571428571428571,6,25.857142857142858,SC-0012,Vegetable box 4,0,0,2,2,119.0,83.3,5,Harvest Circle,1,2.1785714285714306,25.857142857142858,10.0,36.0,217.0,217,0.0,16.24049513704686,0.0,0.0,0.0,False,Critical Stock,Fast Moving,0.0,0.0,0.0,100.0,CRITICAL,2026-04-30,3077.0,923.1000000000001,Stock 0; daily planning demand 25.86; lead 1 days; safety 10; failed replenishments 6
38093,2026-04-30,0,13,28,0,0,15,13,15,0,19.25,5.948077809648226,561,31.071428571428573,0.0,11,17.857142857142858,SC-0013,Breakfast pack 4,1,1,2,2,204.0,167.28,10,Morning Mill,2,-1.3928571428571423,19.25,14.0,53.0,188.0,175,0.6753246753246753,18.055172413793102,2174.64,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,75.2,CRITICAL,2026-04-30,5202.0,936.36,Stock 13; daily planning demand 19.25; lead 2 days; safety 14; failed replenishments 11
38094,2026-04-30,0,14,46,15,0,26,35,26,0,17.964285714285715,4.985030501464268,439,35.892857142857146,0.17857142857142858,7,19.142857142857142,SC-0014,Pantry pack 4,2,2,2,2,374.0,243.1,120,Grain Yard,3,1.178571428571427,19.142857142857142,15.0,73.0,207.0,172,1.9483101391650097,12.230845771144278,8508.5,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,51.7,HIGH,2026-05-01,8388.285714285716,2935.9000000000005,Stock 35; daily planning demand 19.14; lead 3 days; safety 15; failed replenishments 7
38095,2026-04-30,0,15,43,0,0,24,19,24,1,17.321428571428573,5.6045852354456756,476,20.535714285714285,0.14285714285714285,10,18.428571428571427,SC-0015,Home care pack 4,3,3,2,1,255.0,145.35,365,Everyday Works,5,1.107142857142854,18.428571428571427,21.0,114.0,243.0,224,1.0969072164948452,23.17913043478261,2761.65,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,83.2,CRITICAL,2026-05-01,18651.42857142857,8020.114285714286,Stock 19; daily planning demand 18.43; lead 5 days; safety 21; failed replenishments 10
38096,2026-04-30,0,16,0,0,0,0,0,12,1,17.535714285714285,5.83401356578079,475,27.785714285714285,0.07142857142857142,10,20.428571428571427,SC-0016,Vegetable box 5,0,0,1,2,94.0,65.8,5,Harvest Circle,1,2.8928571428571423,20.428571428571427,10.0,31.0,174.0,174,0.0,17.095115681233935,0.0,0.0,0.0,False,Critical Stock,Fast Moving,0.0,0.0,0.0,100.0,CRITICAL,2026-04-30,1920.2857142857142,576.0857142857143,Stock 0; daily planning demand 20.43; lead 1 days; safety 10; failed replenishments 10
38097,2026-04-30,0,17,31,13,0,15,29,15,0,17.107142857142858,5.144859251678001,455,24.964285714285715,0.07142857142857142,7,13.714285714285714,SC-0017,Breakfast pack 5,1,1,0,1,60.0,49.2,10,Morning Mill,2,-3.392857142857144,17.107142857142858,13.0,48.0,167.0,138,1.6951983298538622,18.226037195994277,1426.8000000000002,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,38.6,MEDIUM,2026-05-01,312.8571428571429,56.31428571428571,Stock 29; daily planning demand 17.11; lead 2 days; safety 13; failed replenishments 7
38098,2026-04-30,0,18,38,4,0,16,26,16,0,15.0,4.521553322083512,397,19.071428571428573,0.17857142857142858,11,15.571428571428571,SC-0018,Pantry pack 5,2,2,2,3,561.0,364.65,120,Grain Yard,3,0.5714285714285712,15.571428571428571,13.0,60.0,169.0,143,1.7333333333333334,20.816479400749063,9480.9,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,56.5,HIGH,2026-05-01,11620.714285714286,4067.2500000000005,Stock 26; daily planning demand 15.57; lead 3 days; safety 13; failed replenishments 11
38099,2026-04-30,0,19,22,0,0,11,11,11,0,13.892857142857142,5.390933992562821,372,16.678571428571427,0.14285714285714285,9,13.428571428571429,SC-0019,Home care pack 5,3,3,1,3,608.0,346.56,365,Everyday Works,5,-0.4642857142857135,13.892857142857142,20.0,90.0,187.0,176,0.7917737789203085,22.30406852248394,3812.16,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,87.7,CRITICAL,2026-04-30,35546.28571428571,15284.902857142855,Stock 11; daily planning demand 13.89; lead 5 days; safety 20; failed replenishments 9
38100,2026-04-30,0,20,22,0,0,22,0,15,0,13.357142857142858,4.9005992506909815,385,25.892857142857142,0.03571428571428571,8,12.142857142857142,SC-0020,Vegetable box 6,0,0,1,3,142.0,99.4,5,Harvest Circle,1,-1.2142857142857153,13.357142857142858,9.0,23.0,116.0,116,0.0,14.86896551724138,0.0,0.0,0.0,False,Critical Stock,Fast Moving,0.0,0.0,0.0,100.0,CRITICAL,2026-04-30,1896.7142857142858,569.0142857142856,Stock 0; daily planning demand 13.36; lead 1 days; safety 9; failed replenishments 8
38101,2026-04-30,0,21,36,2,0,17,21,17,1,13.714285714285714,3.98940395489651,378,18.428571428571427,0.07142857142857142,6,14.142857142857142,SC-0021,Breakfast pack 6,1,1,1,3,243.0,199.26,10,Morning Mill,2,0.4285714285714288,14.142857142857142,10.0,39.0,138.0,117,1.53125,20.511627906976745,4184.46,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,45.1,MEDIUM,2026-05-01,1770.428571428571,318.6771428571429,Stock 21; daily planning demand 14.14; lead 2 days; safety 10; failed replenishments 6
38102,2026-04-30,0,22,31,11,0,9,33,9,0,10.785714285714286,4.357684934620444,311,21.464285714285715,0.07142857142857142,9,9.0,SC-0022,Pantry pack 6,2,2,0,2,220.0,143.0,120,Grain Yard,3,-1.7857142857142865,10.785714285714286,13.0,46.0,121.0,88,3.059602649006622,14.4891846921797,4719.0,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,27.2,MEDIUM,2026-05-03,0.0,0.0,Stock 33; daily planning demand 10.79; lead 3 days; safety 13; failed replenishments 9
38103,2026-04-30,0,23,30,12,0,10,32,10,0,12.428571428571429,4.383712036269173,315,11.964285714285714,0.25,8,10.285714285714286,SC-0023,Home care pack 6,3,3,2,3,765.0,436.05,365,Everyday Works,5,-2.1428571428571423,12.428571428571429,17.0,80.0,167.0,135,2.574712643678161,26.328358208955226,13953.6,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,59.6,HIGH,2026-05-02,23059.285714285717,9915.492857142857,Stock 32; daily planning demand 12.43; lead 5 days; safety 17; failed replenishments 8
38104,2026-04-30,0,24,26,9,0,6,29,6,0,9.928571428571429,4.008588662956461,278,22.857142857142858,0.0,6,9.714285714285714,SC-0024,Vegetable box 7,0,0,2,2,119.0,83.3,5,Harvest Circle,1,-0.2142857142857153,9.928571428571429,7.0,17.0,87.0,0,2.920863309352518,12.1625,2415.7,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-02,0.0,0.0,Stock 29; daily planning demand 9.93; lead 1 days; safety 7; failed replenishments 6
38105,2026-04-30,0,25,27,13,0,8,32,8,0,10.25,4.477309046324176,272,15.892857142857142,0.17857142857142858,9,7.714285714285714,SC-0025,Breakfast pack 7,1,1,1,1,81.0,66.42,10,Morning Mill,2,-2.5357142857142856,10.25,11.0,32.0,104.0,72,3.1219512195121952,17.114606741573034,2125.44,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-03,0.0,0.0,Stock 32; daily planning demand 10.25; lead 2 days; safety 11; failed replenishments 9
38106,2026-04-30,0,26,5,0,0,5,0,13,0,11.392857142857142,4.357533159724116,273,13.107142857142858,0.25,8,12.285714285714286,SC-0026,Pantry pack 7,2,2,1,3,446.0,289.9,120,Grain Yard,3,0.8928571428571441,12.285714285714286,13.0,50.0,136.0,136,0.0,20.8283378746594,0.0,0.0,0.0,False,Critical Stock,Fast Moving,0.0,0.0,0.0,100.0,CRITICAL,2026-04-30,16438.285714285717,5753.4000000000015,Stock 0; daily planning demand 12.29; lead 3 days; safety 13; failed replenishments 8
38107,2026-04-30,0,27,11,16,0,18,9,18,1,9.857142857142858,3.4823819616728033,250,12.964285714285714,0.25,9,11.0,SC-0027,Home care pack 7,3,3,2,2,510.0,290.7,365,Everyday Works,5,1.1428571428571423,11.0,13.0,68.0,145.0,136,0.9130434782608695,19.28374655647383,2616.2999999999997,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,86.8,CRITICAL,2026-04-30,23460.0,10087.800000000001,Stock 9; daily planning demand 11.00; lead 5 days; safety 13; failed replenishments 9
38108,2026-04-30,0,28,24,0,0,16,8,16,0,9.607142857142858,4.297624543812165,265,15.928571428571429,0.03571428571428571,11,11.285714285714286,SC-0028,Vegetable box 8,0,0,1,1,47.0,32.9,5,Harvest Circle,1,1.6785714285714288,11.285714285714286,8.0,20.0,99.0,91,0.83271375464684,16.63677130044843,263.2,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,58.5,HIGH,2026-04-30,154.42857142857147,46.32857142857144,Stock 8; daily planning demand 11.29; lead 1 days; safety 8; failed replenishments 11
38109,2026-04-30,0,29,32,0,0,2,30,2,1,9.392857142857142,3.9659596542118254,222,12.714285714285714,0.17857142857142858,12,9.0,SC-0029,Breakfast pack 8,1,1,1,2,162.0,132.84,10,Morning Mill,2,-0.39285714285714235,9.392857142857142,10.0,29.0,95.0,0,3.193916349809886,17.460674157303373,3985.2000000000003,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-03,0.0,0.0,Stock 30; daily planning demand 9.39; lead 2 days; safety 10; failed replenishments 12
38110,2026-04-30,0,30,18,4,0,15,7,12,0,8.857142857142858,3.9507550681440136,255,11.142857142857142,0.17857142857142858,8,11.428571428571429,SC-0030,Pantry pack 8,2,2,1,3,446.0,289.9,120,Grain Yard,3,2.571428571428571,11.428571428571429,12.0,47.0,127.0,120,0.7903225806451613,22.884615384615387,2029.2999999999997,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,84.9,CRITICAL,2026-04-30,12169.42857142857,4259.3,Stock 7; daily planning demand 11.43; lead 3 days; safety 12; failed replenishments 8
38111,2026-04-30,0,31,23,5,0,9,19,9,0,8.964285714285714,4.3331807054927935,208,11.857142857142858,0.21428571428571427,9,8.857142857142858,SC-0031,Home care pack 8,3,3,0,1,150.0,85.5,365,Everyday Works,5,-0.10714285714285587,8.964285714285714,16.0,61.0,124.0,105,2.119521912350598,17.542168674698793,1624.5,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,68.8,HIGH,2026-05-02,3873.2142857142853,1665.4821428571427,Stock 19; daily planning demand 8.96; lead 5 days; safety 16; failed replenishments 9
38112,2026-04-30,0,32,22,0,0,7,15,7,0,8.357142857142858,4.22702316858151,208,13.428571428571429,0.10714285714285714,11,8.428571428571429,SC-0032,Vegetable box 9,0,0,0,2,70.0,49.0,5,Harvest Circle,1,0.07142857142857117,8.428571428571429,7.0,16.0,75.0,60,1.7948717948717947,15.48936170212766,735.0,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,2.8,LOW,2026-05-01,0.0,0.0,Stock 15; daily planning demand 8.43; lead 1 days; safety 7; failed replenishments 11
38113,2026-04-30,0,33,19,8,0,6,21,6,0,7.214285714285714,3.5627407558116957,203,14.214285714285714,0.07142857142857142,7,6.714285714285714,SC-0033,Breakfast pack 9,1,1,1,1,81.0,66.42,10,Morning Mill,2,-0.5,7.214285714285714,9.0,24.0,74.0,53,2.910891089108911,14.28140703517588,1394.82,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,10.4,LOW,2026-05-02,0.0,0.0,Stock 21; daily planning demand 7.21; lead 2 days; safety 9; failed replenishments 7
38114,2026-04-30,0,34,12,18,0,7,23,7,0,7.464285714285714,3.73652782829731,202,11.642857142857142,0.17857142857142858,9,6.285714285714286,SC-0034,Pantry pack 9,2,2,2,3,561.0,364.65,120,Grain Yard,3,-1.1785714285714288,7.464285714285714,11.0,34.0,86.0,63,3.0813397129186604,17.349693251533743,8386.949999999999,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,31.1,MEDIUM,2026-05-03,0.0,0.0,Stock 23; daily planning demand 7.46; lead 3 days; safety 11; failed replenishments 9
38115,2026-04-30,0,35,13,14,0,4,23,4,0,6.428571428571429,3.0237157840738176,184,10.928571428571429,0.10714285714285714,8,5.571428571428571,SC-0035,Home care pack 9,3,3,0,2,300.0,171.0,365,Everyday Works,5,-0.8571428571428577,6.428571428571429,12.0,45.0,90.0,67,3.5777777777777775,16.836601307189543,3933.0,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,47.9,MEDIUM,2026-05-03,2742.8571428571436,1179.4285714285718,Stock 23; daily planning demand 6.43; lead 5 days; safety 12; failed replenishments 8
38116,2026-04-30,0,36,19,4,0,5,18,5,0,7.357142857142857,4.075348526011684,209,13.642857142857142,0.03571428571428571,9,6.142857142857143,SC-0036,Vegetable box 10,0,0,2,1,60.0,42.0,5,Harvest Circle,1,-1.2142857142857135,7.357142857142857,7.0,15.0,66.0,0,2.446601941747573,15.319371727748692,756.0,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-02,0.0,0.0,Stock 18; daily planning demand 7.36; lead 1 days; safety 7; failed replenishments 9
38117,2026-04-30,0,37,8,0,0,3,5,3,1,7.071428571428571,3.2424107564014024,184,10.785714285714286,0.14285714285714285,8,8.142857142857142,SC-0037,Breakfast pack 10,1,1,2,1,102.0,83.64,10,Morning Mill,2,1.0714285714285712,8.142857142857142,8.0,25.0,82.0,77,0.7070707070707071,17.05960264900662,418.2,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,79.4,CRITICAL,2026-04-30,1151.142857142857,207.20571428571427,Stock 5; daily planning demand 8.14; lead 2 days; safety 8; failed replenishments 8
38118,2026-04-30,0,38,14,0,0,1,13,1,0,6.428571428571429,3.1672931711077887,174,10.071428571428571,0.07142857142857142,9,6.714285714285714,SC-0038,Pantry pack 10,2,2,0,2,220.0,143.0,120,Grain Yard,3,0.2857142857142856,6.714285714285714,10.0,31.0,78.0,65,2.022222222222222,17.27659574468085,1859.0,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,56.9,HIGH,2026-05-01,1571.4285714285713,550.0,Stock 13; daily planning demand 6.71; lead 3 days; safety 10; failed replenishments 9
38119,2026-04-30,0,39,17,8,0,8,17,8,1,6.392857142857143,3.2356725297187783,157,9.285714285714286,0.14285714285714285,11,4.571428571428571,SC-0039,Home care pack 10,3,3,1,3,608.0,346.56,365,Everyday Works,5,-1.821428571428572,6.392857142857143,12.0,44.0,89.0,72,2.6592178770949717,16.907692307692308,5891.52,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,61.3,HIGH,2026-05-02,9098.285714285716,3912.2628571428572,Stock 17; daily planning demand 6.39; lead 5 days; safety 12; failed replenishments 11
38120,2026-04-30,1,0,362,123,0,170,315,170,1,150.5,21.100289624131285,4214,295.64285714285717,0.0,7,155.71428571428572,SC-0000,Vegetable box 1,0,0,0,1,35.0,24.5,5,Harvest Circle,1,5.214285714285722,155.71428571428572,35.0,191.0,1281.0,0,2.0930232558139537,14.25368446484658,7717.5,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-02,0.0,0.0,Stock 315; daily planning demand 155.71; lead 1 days; safety 35; failed replenishments 7
38121,2026-04-30,1,1,236,101,0,97,240,97,0,107.42857142857143,20.803184534404508,2935,181.60714285714286,0.07142857142857142,7,113.71428571428571,SC-0001,Breakfast pack 1,1,1,2,3,306.0,250.92,10,Morning Mill,2,6.285714285714278,113.71428571428571,49.0,277.0,1073.0,833,2.234042553191489,16.161258603736478,60220.799999999996,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,13.2,LOW,2026-05-02,0.0,0.0,Stock 240; daily planning demand 113.71; lead 2 days; safety 49; failed replenishments 7
38122,2026-04-30,1,2,181,83,0,66,198,66,1,81.53571428571429,14.629959476557488,2057,124.75,0.10714285714285714,8,76.28571428571429,SC-0002,Pantry pack 1,2,2,1,3,446.0,289.9,120,Grain Yard,3,-5.25,81.53571428571429,42.0,287.0,858.0,660,2.4283837056504596,16.488977955911825,57400.2,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,30.9,MEDIUM,2026-05-02,20786.78571428573,7275.375000000006,Stock 198; daily planning demand 81.54; lead 3 days; safety 42; failed replenishments 8
38123,2026-04-30,1,3,92,88,0,63,117,63,0,64.35714285714286,14.205409208947513,1799,83.14285714285714,0.03571428571428571,6,62.285714285714285,SC-0003,Home care pack 1,3,3,1,2,405.0,230.85,365,Everyday Works,5,-2.0714285714285765,64.35714285714286,53.0,375.0,826.0,709,1.8179800221975582,21.63745704467354,27009.45,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,68.8,HIGH,2026-05-01,82938.2142857143,35663.43214285715,Stock 117; daily planning demand 64.36; lead 5 days; safety 53; failed replenishments 6
38124,2026-04-30,1,4,122,54,0,40,136,40,0,53.892857142857146,10.640033715187068,1397,104.32142857142857,0.07142857142857142,6,53.142857142857146,SC-0004,Vegetable box 2,0,0,1,1,47.0,32.9,5,Harvest Circle,1,-0.75,53.892857142857146,18.0,72.0,450.0,0,2.5235255135851555,13.391304347826088,4474.4,0.0,0.0,False,Healthy Stock,Fast Moving,0.0,0.0,0.0,0.0,LOW,2026-05-02,0.0,0.0,Stock 136; daily planning demand 53.89; lead 1 days; safety 18; failed replenishments 6
38125,2026-04-30,1,5,92,40,0,32,100,32,0,46.392857142857146,10.439736358648876,1334,76.85714285714286,0.0,6,46.142857142857146,SC-0005,Breakfast pack 2,1,1,2,3,306.0,250.92,10,Morning Mill,2,-0.25,46.392857142857146,25.0,118.0,443.0,343,2.1555042340261736,17.356877323420072,25092.0,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,15.1,LOW,2026-05-02,0.0,0.0,Stock 100; daily planning demand 46.39; lead 2 days; safety 25; failed replenishments 6
38126,2026-04-30,1,6,27,69,0,41,55,41,0,39.714285714285715,8.67886808994994,1095,57.92857142857143,0.14285714285714285,9,41.0,SC-0006,Pantry pack 2,2,2,0,2,220.0,143.0,120,Grain Yard,3,1.2857142857142847,41.0,25.0,148.0,435.0,380,1.3848920863309353,18.902589395807645,7865.0,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,62.8,HIGH,2026-05-01,14960.0,5236.0,Stock 55; daily planning demand 41.00; lead 3 days; safety 25; failed replenishments 9
38127,2026-04-30,1,7,66,0,0,41,25,41,0,34.5,7.838650677536563,954,47.0,0.07142857142857142,8,32.857142857142854,SC-0007,Home care pack 2,3,3,2,3,765.0,436.05,365,Everyday Works,5,-1.642857142857146,34.5,29.0,202.0,443.0,418,0.7246376811594203,20.29787234042553,10901.25,0.0,0.0,False,Low Stock,Fast Moving,0.0,0.0,0.0,87.6,CRITICAL,2026-04-30,112837.5,48520.125,Stock 25; daily planning demand 34.50; lead 5 days; safety 29; failed replenishments 8
